time,open,high,low,close,tick_volume,pattern_id,retest_time
2026-06-28 20:24:00,14909.258,14909.258,14908.292,14908.292,58,2,2026-06-28 20:00:00
2026-06-28 20:25:00,14908.288,14908.288,14907.349,14907.349,59,2,2026-06-28 20:00:00
2026-06-28 20:26:00,14907.346,14907.346,14906.479,14906.479,59,2,2026-06-28 20:00:00
2026-06-28 20:27:00,14919.838,14919.838,14918.78,14918.78,60,2,2026-06-28 20:00:00
2026-06-28 20:28:00,14918.777,14918.777,14917.883,14917.883,58,2,2026-06-28 20:00:00
2026-06-28 20:29:00,14917.855,14917.855,14917.102,14917.102,60,2,2026-06-28 20:00:00
2026-06-28 20:30:00,14917.086,14917.086,14916.17,14916.17,60,2,2026-06-28 20:00:00
2026-06-28 20:31:00,14916.147,14916.147,14915.342,14915.342,58,2,2026-06-28 20:00:00
2026-06-28 20:32:00,14915.316,14915.316,14914.331,14914.331,59,2,2026-06-28 20:00:00
2026-06-28 20:33:00,14914.309,14914.309,14913.515,14913.515,59,2,2026-06-28 20:00:00
2026-06-28 20:34:00,14913.511,14913.986,14913.13,14913.574,60,2,2026-06-28 20:00:00
2026-06-28 20:35:00,14913.566,14913.566,14912.718,14912.718,58,2,2026-06-28 20:00:00
2026-06-28 20:36:00,14912.703,14912.703,14911.796,14911.796,60,2,2026-06-28 20:00:00
2026-06-28 20:37:00,14911.796,14911.796,14910.849,14910.849,59,2,2026-06-28 20:00:00
2026-06-28 20:38:00,14910.83,14910.83,14909.993,14909.993,60,2,2026-06-28 20:00:00
2026-06-28 20:39:00,14909.989,14909.989,14909.236,14909.236,59,2,2026-06-28 20:00:00
2026-06-28 20:40:00,14909.215,14909.215,14908.314,14908.314,57,2,2026-06-28 20:00:00
2026-06-28 20:41:00,14908.303,14908.303,14907.304,14907.304,59,2,2026-06-28 20:00:00
2026-06-28 20:42:00,14907.292,14907.292,14906.354,14906.354,59,2,2026-06-28 20:00:00
2026-06-28 20:43:00,14906.329,14906.329,14905.35,14905.35,59,2,2026-06-28 20:00:00
2026-06-28 20:44:00,14905.342,14905.342,14904.489,14904.489,60,2,2026-06-28 20:00:00
2026-06-28 20:45:00,14904.464,14904.464,14903.676,14903.676,60,2,2026-06-28 20:00:00
2026-06-28 20:46:00,14903.67,14903.67,14902.77,14902.77,58,2,2026-06-28 20:00:00
